Datetime,Close,High,Low,Open,Volume,NY_Time,Trading_Session,Date,Week,Daily_Open,Weekly_Open
,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,,New York PM,,,,
2025-04-30 00:15:00+00:00,1.3410038948059082,1.3410218954086304,1.3408420085906982,1.3408420085906982,0,2025-04-29 20:15:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 00:20:00+00:00,1.3408780097961426,1.3410937786102295,1.3408780097961426,1.3410937786102295,0,2025-04-29 20:20:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 00:25:00+00:00,1.3409138917922974,1.3409498929977417,1.3408780097961426,1.3409498929977417,0,2025-04-29 20:25:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 00:30:00+00:00,1.3408420085906982,1.3410038948059082,1.3408420085906982,1.3408420085906982,0,2025-04-29 20:30:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 00:35:00+00:00,1.3409138917922974,1.3409138917922974,1.3407342433929443,1.3407342433929443,0,2025-04-29 20:35:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 00:40:00+00:00,1.3405903577804565,1.3408420085906982,1.3405364751815796,1.3408420085906982,0,2025-04-29 20:40:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 00:45:00+00:00,1.3405364751815796,1.3406083583831787,1.3405364751815796,1.3405544757843018,0,2025-04-29 20:45:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 00:50:00+00:00,1.3399975299835205,1.3404107093811035,1.3399975299835205,1.3404107093811035,0,2025-04-29 20:50:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 00:55:00+00:00,1.3402849435806274,1.3402849435806274,1.3398360013961792,1.3398360013961792,0,2025-04-29 20:55:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:00:00+00:00,1.3402670621871948,1.3403208255767822,1.3402670621871948,1.3402849435806274,0,2025-04-29 21:00:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:05:00+00:00,1.3400155305862427,1.3402130603790283,1.3400155305862427,1.3401411771774292,0,2025-04-29 21:05:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:10:00+00:00,1.3404107093811035,1.3404107093811035,1.3401411771774292,1.3401411771774292,0,2025-04-29 21:10:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:15:00+00:00,1.3404287099838257,1.340572476387024,1.3403927087783813,1.3403927087783813,0,2025-04-29 21:15:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:20:00+00:00,1.3404825925827026,1.340572476387024,1.3403747081756592,1.340572476387024,0,2025-04-29 21:20:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:25:00+00:00,1.340356707572937,1.3404645919799805,1.340356707572937,1.3404287099838257,0,2025-04-29 21:25:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:30:00+00:00,1.3406623601913452,1.3406982421875,1.3404287099838257,1.3404287099838257,0,2025-04-29 21:30:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:35:00+00:00,1.3408960103988647,1.3409678936004639,1.340572476387024,1.340572476387024,0,2025-04-29 21:35:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:40:00+00:00,1.3408061265945435,1.3410398960113525,1.3408061265945435,1.3409318923950195,0,2025-04-29 21:40:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:45:00+00:00,1.3401591777801514,1.3406982421875,1.3401591777801514,1.3406982421875,0,2025-04-29 21:45:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:50:00+00:00,1.3399616479873657,1.3401232957839966,1.339943766593933,1.3401232957839966,0,2025-04-29 21:50:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 01:55:00+00:00,1.3390824794769287,1.3395847082138062,1.339064598083496,1.3395847082138062,0,2025-04-29 21:55:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:00:00+00:00,1.3391003608703613,1.3391003608703613,1.338777780532837,1.3388135433197021,0,2025-04-29 22:00:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:05:00+00:00,1.3395309448242188,1.3395309448242188,1.339046597480774,1.3391183614730835,0,2025-04-29 22:05:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:10:00+00:00,1.3394052982330322,1.3395129442214966,1.3393514156341553,1.3395129442214966,0,2025-04-29 22:10:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:15:00+00:00,1.3395129442214966,1.3397103548049927,1.3394770622253418,1.3395488262176514,0,2025-04-29 22:15:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:20:00+00:00,1.3395309448242188,1.3395309448242188,1.3393514156341553,1.3394949436187744,0,2025-04-29 22:20:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:25:00+00:00,1.3394591808319092,1.3396027088165283,1.3394052982330322,1.3394052982330322,0,2025-04-29 22:25:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:30:00+00:00,1.3391362428665161,1.3393514156341553,1.3391362428665161,1.3391900062561035,0,2025-04-29 22:30:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:35:00+00:00,1.3389928340911865,1.3391183614730835,1.3388673067092896,1.3391183614730835,0,2025-04-29 22:35:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:40:00+00:00,1.3389389514923096,1.3389748334884644,1.3386701345443726,1.3389748334884644,0,2025-04-29 22:40:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:45:00+00:00,1.3389748334884644,1.3389928340911865,1.3388851881027222,1.3388851881027222,0,2025-04-29 22:45:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:50:00+00:00,1.3390824794769287,1.3390824794769287,1.3389211893081665,1.3389748334884644,0,2025-04-29 22:50:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 02:55:00+00:00,1.3390285968780518,1.3391183614730835,1.3390285968780518,1.3390824794769287,0,2025-04-29 22:55:00-04:00,Asia,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:00:00+00:00,1.3391900062561035,1.3391900062561035,1.3391362428665161,1.3391900062561035,0,2025-04-29 23:00:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:05:00+00:00,1.339172124862671,1.339172124862671,1.3390824794769287,1.3391003608703613,0,2025-04-29 23:05:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:10:00+00:00,1.3392976522445679,1.33931565284729,1.3391362428665161,1.3391362428665161,0,2025-04-29 23:10:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:15:00+00:00,1.3394770622253418,1.3394770622253418,1.3392080068588257,1.3392797708511353,0,2025-04-29 23:15:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:20:00+00:00,1.3391183614730835,1.3393694162368774,1.3391003608703613,1.3393694162368774,0,2025-04-29 23:20:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:25:00+00:00,1.339261770248413,1.339261770248413,1.3390824794769287,1.3390824794769287,0,2025-04-29 23:25:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:30:00+00:00,1.3390824794769287,1.3394052982330322,1.3390824794769287,1.3394052982330322,0,2025-04-29 23:30:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:35:00+00:00,1.338777780532837,1.3389748334884644,1.3386881351470947,1.3389569520950317,0,2025-04-29 23:35:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:40:00+00:00,1.3386701345443726,1.3386701345443726,1.3385089635849,1.3386701345443726,0,2025-04-29 23:40:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:45:00+00:00,1.3388851881027222,1.3388851881027222,1.3385447263717651,1.3385447263717651,0,2025-04-29 23:45:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:50:00+00:00,1.3386701345443726,1.3387597799301147,1.3386164903640747,1.3387597799301147,0,2025-04-29 23:50:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 03:55:00+00:00,1.338401436805725,1.3386881351470947,1.338311791419983,1.3386164903640747,0,2025-04-29 23:55:00-04:00,Asia/Europe,2025-04-29,18,1.3409498929977417,1.3409498929977417
2025-04-30 04:00:00+00:00,1.3386164903640747,1.3386164903640747,1.3383476734161377,1.338401436805725,0,2025-04-30 00:00:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:05:00+00:00,1.3382940292358398,1.3385089635849,1.3382043838500977,1.3385089635849,0,2025-04-30 00:05:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:10:00+00:00,1.3388135433197021,1.3388135433197021,1.3382043838500977,1.3382043838500977,0,2025-04-30 00:10:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:15:00+00:00,1.3391183614730835,1.3391183614730835,1.3387060165405273,1.3387060165405273,0,2025-04-30 00:15:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:20:00+00:00,1.3389211893081665,1.3391003608703613,1.3389211893081665,1.339046597480774,0,2025-04-30 00:20:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:25:00+00:00,1.3390108346939087,1.339046597480774,1.3389748334884644,1.3389928340911865,0,2025-04-30 00:25:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:30:00+00:00,1.3394231796264648,1.3394231796264648,1.3391542434692383,1.3391542434692383,0,2025-04-30 00:30:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:35:00+00:00,1.339261770248413,1.339441180229187,1.339261770248413,1.3394052982330322,0,2025-04-30 00:35:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:40:00+00:00,1.339046597480774,1.3393514156341553,1.339046597480774,1.339261770248413,0,2025-04-30 00:40:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:45:00+00:00,1.3388315439224243,1.3389211893081665,1.3388315439224243,1.3388851881027222,0,2025-04-30 00:45:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:50:00+00:00,1.339046597480774,1.3391183614730835,1.3389031887054443,1.3389928340911865,0,2025-04-30 00:50:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 04:55:00+00:00,1.3389928340911865,1.3390824794769287,1.33879554271698,1.3390824794769287,0,2025-04-30 00:55:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:00:00+00:00,1.3389928340911865,1.3389928340911865,1.3389211893081665,1.3389211893081665,0,2025-04-30 01:00:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:05:00+00:00,1.3388673067092896,1.3389389514923096,1.3387418985366821,1.3388673067092896,0,2025-04-30 01:05:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:10:00+00:00,1.3390108346939087,1.339172124862671,1.3389928340911865,1.3389928340911865,0,2025-04-30 01:10:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:15:00+00:00,1.3392438888549805,1.3392438888549805,1.3389389514923096,1.3389748334884644,0,2025-04-30 01:15:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:20:00+00:00,1.3391542434692383,1.3393335342407227,1.3391542434692383,1.3393335342407227,0,2025-04-30 01:20:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:25:00+00:00,1.3391900062561035,1.3391900062561035,1.3391542434692383,1.3391542434692383,0,2025-04-30 01:25:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:30:00+00:00,1.3395309448242188,1.3395309448242188,1.3391542434692383,1.3391542434692383,0,2025-04-30 01:30:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:35:00+00:00,1.3394591808319092,1.339674472808838,1.3394591808319092,1.339620590209961,0,2025-04-30 01:35:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:40:00+00:00,1.3394949436187744,1.3395847082138062,1.3394231796264648,1.3394231796264648,0,2025-04-30 01:40:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:45:00+00:00,1.3394231796264648,1.3395129442214966,1.3394231796264648,1.3395129442214966,0,2025-04-30 01:45:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:50:00+00:00,1.339674472808838,1.339674472808838,1.3393874168395996,1.3393874168395996,0,2025-04-30 01:50:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 05:55:00+00:00,1.339979648590088,1.3400514125823975,1.339979648590088,1.3400514125823975,0,2025-04-30 01:55:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:00:00+00:00,1.3392797708511353,1.33969247341156,1.3392797708511353,1.339674472808838,0,2025-04-30 02:00:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:05:00+00:00,1.3388851881027222,1.3391900062561035,1.3388673067092896,1.3391900062561035,0,2025-04-30 02:05:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:10:00+00:00,1.3387597799301147,1.3387597799301147,1.338186502456665,1.338186502456665,0,2025-04-30 02:10:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:15:00+00:00,1.3389748334884644,1.3389748334884644,1.3388851881027222,1.3388851881027222,0,2025-04-30 02:15:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:20:00+00:00,1.3395309448242188,1.3395309448242188,1.3388673067092896,1.3391183614730835,0,2025-04-30 02:20:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:25:00+00:00,1.3400874137878418,1.3400874137878418,1.339566707611084,1.3397282361984253,0,2025-04-30 02:25:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:30:00+00:00,1.3395847082138062,1.3399077653884888,1.3395488262176514,1.3399077653884888,0,2025-04-30 02:30:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:35:00+00:00,1.3401232957839966,1.3401232957839966,1.3395847082138062,1.3395847082138062,0,2025-04-30 02:35:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:40:00+00:00,1.3400514125823975,1.3402849435806274,1.339943766593933,1.3402849435806274,0,2025-04-30 02:40:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:45:00+00:00,1.3405184745788574,1.3405184745788574,1.3403029441833496,1.3403927087783813,0,2025-04-30 02:45:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:50:00+00:00,1.3401951789855957,1.3404825925827026,1.3399975299835205,1.3404825925827026,0,2025-04-30 02:50:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 06:55:00+00:00,1.339979648590088,1.3401232957839966,1.339979648590088,1.3401232957839966,0,2025-04-30 02:55:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:00:00+00:00,1.3395129442214966,1.339979648590088,1.3392080068588257,1.339979648590088,0,2025-04-30 03:00:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:05:00+00:00,1.3398001194000244,1.3398001194000244,1.3395129442214966,1.3395129442214966,0,2025-04-30 03:05:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:10:00+00:00,1.3397821187973022,1.339925765991211,1.3397821187973022,1.339925765991211,0,2025-04-30 03:10:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:15:00+00:00,1.3398720026016235,1.339979648590088,1.3395847082138062,1.3395847082138062,0,2025-04-30 03:15:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:20:00+00:00,1.339566707611084,1.339818000793457,1.339566707611084,1.339818000793457,0,2025-04-30 03:20:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:25:00+00:00,1.339046597480774,1.3394949436187744,1.3389928340911865,1.3394949436187744,0,2025-04-30 03:25:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:30:00+00:00,1.3381685018539429,1.3387418985366821,1.3381685018539429,1.3387418985366821,0,2025-04-30 03:30:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:35:00+00:00,1.3384909629821777,1.3386881351470947,1.338186502456665,1.338186502456665,0,2025-04-30 03:35:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:40:00+00:00,1.3384909629821777,1.3385089635849,1.3380969762802124,1.3385089635849,0,2025-04-30 03:40:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:45:00+00:00,1.3385268449783325,1.3385268449783325,1.3384730815887451,1.3385089635849,0,2025-04-30 03:45:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:50:00+00:00,1.3389748334884644,1.3389748334884644,1.3386881351470947,1.3386881351470947,0,2025-04-30 03:50:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 07:55:00+00:00,1.3385447263717651,1.3391900062561035,1.3385447263717651,1.3390824794769287,0,2025-04-30 03:55:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:00:00+00:00,1.3383835554122925,1.3383835554122925,1.3381328582763672,1.338258147239685,0,2025-04-30 04:00:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:05:00+00:00,1.3386164903640747,1.3386164903640747,1.3384552001953125,1.3384730815887451,0,2025-04-30 04:05:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:10:00+00:00,1.3382223844528198,1.3385984897613525,1.3382223844528198,1.3385984897613525,0,2025-04-30 04:10:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:15:00+00:00,1.337667465209961,1.3380969762802124,1.337667465209961,1.3380969762802124,0,2025-04-30 04:15:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:20:00+00:00,1.3372559547424316,1.3377747535705566,1.3371665477752686,1.3377747535705566,0,2025-04-30 04:20:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:25:00+00:00,1.3367911577224731,1.3370771408081055,1.3366482257843018,1.3367732763290405,0,2025-04-30 04:25:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:30:00+00:00,1.3367732763290405,1.3367732763290405,1.336523175239563,1.336523175239563,0,2025-04-30 04:30:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:35:00+00:00,1.3366482257843018,1.3370592594146729,1.3366482257843018,1.3368983268737793,0,2025-04-30 04:35:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:40:00+00:00,1.3364696502685547,1.3366124629974365,1.3363088369369507,1.3366124629974365,0,2025-04-30 04:40:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:45:00+00:00,1.3367732763290405,1.3368090391159058,1.3365768194198608,1.3365768194198608,0,2025-04-30 04:45:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:50:00+00:00,1.3368090391159058,1.337095022201538,1.3368090391159058,1.3369520902633667,0,2025-04-30 04:50:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 08:55:00+00:00,1.336755394935608,1.337148666381836,1.3367197513580322,1.3368983268737793,0,2025-04-30 04:55:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:00:00+00:00,1.3368805646896362,1.3368805646896362,1.3367375135421753,1.336844801902771,0,2025-04-30 05:00:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:05:00+00:00,1.3366303443908691,1.3366659879684448,1.3365052938461304,1.3365052938461304,0,2025-04-30 05:05:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:10:00+00:00,1.3370771408081055,1.3370771408081055,1.3367911577224731,1.3367911577224731,0,2025-04-30 05:10:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:15:00+00:00,1.3370234966278076,1.337095022201538,1.3367018699645996,1.3369699716567993,0,2025-04-30 05:15:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:20:00+00:00,1.3369877338409424,1.3372201919555664,1.3369520902633667,1.3370413780212402,0,2025-04-30 05:20:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:25:00+00:00,1.3369340896606445,1.3371307849884033,1.3369340896606445,1.337095022201538,0,2025-04-30 05:25:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:30:00+00:00,1.3371665477752686,1.3371665477752686,1.3368269205093384,1.336916208267212,0,2025-04-30 05:30:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:35:00+00:00,1.3371307849884033,1.3372023105621338,1.3370592594146729,1.337148666381836,0,2025-04-30 05:35:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:40:00+00:00,1.3367732763290405,1.3370234966278076,1.3367732763290405,1.336844801902771,0,2025-04-30 05:40:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:45:00+00:00,1.3364337682724,1.336916208267212,1.3363802433013916,1.3367197513580322,0,2025-04-30 05:45:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:50:00+00:00,1.3358982801437378,1.3364875316619873,1.3358982801437378,1.3364875316619873,0,2025-04-30 05:50:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
2025-04-30 09:55:00+00:00,1.335951805114746,1.3362195491790771,1.335862636566162,1.335862636566162,0,2025-04-30 05:55:00-04:00,Asia/Europe,2025-04-30,18,1.338401436805725,1.3409498929977417
